id,key,value,type 
1880352169,name,武汉市第十六中学,regular
1880352169,amenity,school,regular
1880353279,name,硚口区南阳村小学,regular
1880353279,amenity,school,regular
1880354359,name,硚口区利济路小学,regular
1880354359,amenity,school,regular
1880363655,highway,traffic_signals,regular
1880363670,highway,traffic_signals,regular
1880363671,highway,traffic_signals,regular
1880363677,highway,traffic_signals,regular
1880363679,highway,traffic_signals,regular
1880363681,highway,traffic_signals,regular
1880363685,highway,traffic_signals,regular
1880367362,highway,traffic_signals,regular
1880367363,highway,traffic_signals,regular
1880367367,highway,traffic_signals,regular
1880367371,highway,traffic_signals,regular
1880367373,highway,traffic_signals,regular
1880367374,highway,traffic_signals,regular
1880372572,name,武汉市第29中学,regular
1880372572,amenity,school,regular
1880372583,name,硚口区红旗村小学,regular
1880372583,amenity,school,regular
1880373726,name,武汉市第一医院,regular
1880373726,amenity,hospital,regular
1880373726,emergency,yes,regular
1880377856,name,武汉市第27中学,regular
1880377856,amenity,school,regular
1880377863,name,硚口区游艺路小学,regular
1880377863,amenity,school,regular
1880377867,name,硚口区跃进村小学,regular
1880377867,amenity,school,regular
1880380387,shop,supermarket,regular
1880380415,name,硚口区六角亭小学,regular
1880380415,amenity,school,regular
1880380512,amenity,restaurant,regular
1880385681,name,王家墩东站,regular
1880385681,railway,station,regular
1880385744,name,汉口火车站,regular
1880385744,railway,station,regular
1880385820,name,青年路站,regular
1880385820,railway,station,regular
1880395944,highway,traffic_signals,regular
1880395949,highway,traffic_signals,regular
1880395953,highway,traffic_signals,regular
1880395959,highway,traffic_signals,regular
1880395961,highway,traffic_signals,regular
1880395986,highway,traffic_signals,regular
1880395990,highway,traffic_signals,regular
1880396002,highway,traffic_signals,regular
1880396008,highway,traffic_signals,regular
1880396016,highway,traffic_signals,regular
1880396022,highway,traffic_signals,regular
1880396025,highway,traffic_signals,regular
1880400430,name,江汉区天一街小学,regular
1880400430,amenity,school,regular
1880400435,name,武汉市第五中学,regular
1880400435,amenity,school,regular
1880400442,atm,yes,regular
1880400442,name,中国建设银行江汉支行,regular
1880400442,amenity,bank,regular
1880400464,name,武汉市第75中学,regular
1880400464,amenity,school,regular
1880400492,name,江汉区友谊路中学,regular
1880400492,amenity,school,regular
1880408261,tourism,hotel,regular
1880408264,name,江汉区惠康里小学,regular
1880408264,amenity,school,regular
1880408270,shop,convenience,regular
1880410734,name,武汉市旅游学校,regular
1880410734,amenity,school,regular
1880421338,highway,traffic_signals,regular
1880421436,highway,traffic_signals,regular
1880421441,highway,traffic_signals,regular
1880421483,highway,traffic_signals,regular
1880421508,highway,traffic_signals,regular
1880421824,highway,traffic_signals,regular
1880425976,atm,yes,regular
1880425976,name,华夏银行前进四路支行,regular
1880425976,amenity,bank,regular
1880426710,name,江汉区前进二路小学,regular
1880426710,amenity,school,regular
1880434559,name,武汉市第一中学,regular
1880434559,amenity,school,regular
1880437948,atm,yes,regular
1880437948,name,中国工商银行江汉区支行,regular
1880437948,amenity,bank,regular
1880437958,name,江汉区桃源坊小学,regular
1880437958,amenity,school,regular
1880447237,name,中山大道江汉路站,regular
1880447237,highway,bus_stop,regular
1880455444,highway,traffic_signals,regular
1880455514,highway,traffic_signals,regular
1880455525,highway,traffic_signals,regular
1880457738,name,武汉市第19中学,regular
1880457738,amenity,school,regular
1880458927,name,武汉博大医院,regular
1880458927,amenity,hospital,regular
1880458935,amenity,parking,regular
1880477799,highway,traffic_signals,regular
1880477810,highway,traffic_signals,regular
1880477818,name,中山大道水塔站,regular
1880477818,highway,bus_stop,regular
1880477828,name,保华街南京路站,regular
1880477828,highway,bus_stop,regular
1880477834,name,中山大道南京路站,regular
1880477834,highway,bus_stop,regular
1880477858,highway,traffic_signals,regular
1880477864,highway,traffic_signals,regular
1880477878,name,大智街道办事处,regular
1880477878,amenity,townhall,regular
1880480115,highway,traffic_signals,regular
1880480133,highway,traffic_signals,regular
1880480136,highway,traffic_signals,regular
1880480139,highway,traffic_signals,regular
1880480143,highway,traffic_signals,regular
1880483284,amenity,bank,regular
1880483290,name,中国邮政步行街邮政所,regular
1880483290,amenity,post_office,regular
1880483290,operator,中国邮政,regular
1880483298,name,江岸区铭新街小学,regular
1880483298,amenity,school,regular
1880484810,atm,yes,regular
1880484810,name,中国银行江汉路支行,regular
1880484810,amenity,bank,regular
1880487196,name,江岸区先锋医院,regular
1880487196,amenity,hospital,regular
1880487670,tourism,hotel,regular
1880504365,highway,traffic_signals,regular
1880504369,highway,traffic_signals,regular
1880504376,highway,traffic_signals,regular
1880504385,name,中山大道大智路站,regular
1880504385,highway,bus_stop,regular
1880504389,name,中山大道合作路口站,regular
1880504389,highway,bus_stop,regular
1880504395,highway,traffic_signals,regular
1880506149,highway,traffic_signals,regular
1880506150,highway,traffic_signals,regular
1880506151,highway,traffic_signals,regular
1880506153,highway,traffic_signals,regular
1880510921,highway,traffic_signals,regular
1880527295,highway,traffic_signals,regular
1880527296,highway,traffic_signals,regular
1880534149,name,招商银行江滩支行,regular
1880534149,amenity,bank,regular
1880537816,atm,yes,regular
1880537816,name,中国工商银行汉口支行,regular
1880537816,amenity,bank,regular
1880537843,atm,yes,regular
1880537843,name,中国建设银行长江支行,regular
1880537843,amenity,bank,regular
1880537856,name,武汉市中心医院,regular
1880537856,amenity,hospital,regular
1880537856,emergency,yes,regular
1880537884,name,武汉市第21中学,regular
1880537884,amenity,school,regular
1880543031,amenity,parking,regular
1880543045,amenity,bank,regular
1880543055,name,武汉市少儿图书馆,regular
1880543055,amenity,library,regular
1880543343,name,武汉关码头,regular
1880543343,amenity,ferry_terminal,regular
1880543343,operator,武汉市轮渡公司,regular
1880547287,name,武汉市群众艺术馆,regular
1880547287,tourism,artwork,regular
1880547298,amenity,parking,regular
1880547299,name,江岸区鄱阳街小学,regular
1880547299,amenity,school,regular
1880551714,name,武汉市第20中学,regular
1880551714,amenity,school,regular
1880551716,name,合作路体育馆,regular
1880551716,leisure,sports_centre,regular
1880551721,name,上海街派出所,regular
1880551721,amenity,police,regular
1880551722,atm,yes,regular
1880551722,name,汉口银行合作路支行,regular
1880551722,amenity,bank,regular
1881949079,name,八七会议会址纪念馆,regular
1881949079,tourism,museum,regular
1881949082,name,马可孛罗酒店,regular
1881949082,tourism,hotel,regular
1881949090,name,长航大酒店,regular
1881949090,tourism,hotel,regular
1881962506,highway,traffic_signals,regular
1881964474,name,一元街道办事处,regular
1881964474,amenity,townhall,regular
1881973810,name,车站街道办事处,regular
1881973810,amenity,townhall,regular
1881981595,highway,traffic_signals,regular
1881981626,highway,traffic_signals,regular
1881981630,name,沿江大道三阳路站,regular
1881981630,highway,bus_stop,regular
1881983324,highway,traffic_signals,regular
1881983326,highway,traffic_signals,regular
1881983328,highway,traffic_signals,regular
1881983329,highway,traffic_signals,regular
1881984010,highway,traffic_signals,regular
1881986247,highway,traffic_signals,regular
1881986248,highway,traffic_signals,regular
1881986250,highway,traffic_signals,regular
1881989893,highway,traffic_signals,regular
1881989897,highway,traffic_signals,regular
1881989900,highway,traffic_signals,regular
1881989910,highway,traffic_signals,regular
1881989914,highway,traffic_signals,regular
1881995731,name,武汉市实验初级中学,regular
1881995731,amenity,school,regular
1881995733,name,武汉市实验学校,regular
1881995733,amenity,school,regular
1881995753,shop,convenience,regular
1882003758,highway,traffic_signals,regular
1882003761,name,江岸区一元路小学,regular
1882003761,amenity,school,regular
1882003782,name,江城明珠豪生大酒店,regular
1882003782,tourism,hotel,regular
1882003788,name,江岸区少年儿童图书馆,regular
1882003788,amenity,library,regular
1882003792,highway,traffic_signals,regular
1882010846,name,江汉饭店,regular
1882010846,tourism,hotel,regular
1882016023,amenity,cinema,regular
1882016026,amenity,bank,regular
1882016032,name,江岸区黄陂路小学,regular
1882016032,amenity,school,regular
1882016033,name,禅石咖啡酒吧餐厅,regular
1882016033,amenity,restaurant,regular
1882016036,name,外滩音乐茶吧,regular
1882016036,amenity,bar,regular
1882016041,name,名人世家夜总会,regular
1882016041,amenity,bar,regular
1882016046,amenity,bank,regular
1882016055,name,武汉市公安局江岸分局,regular
1882016055,amenity,police,regular
1882016067,name,武汉市美术学校,regular
1882016067,amenity,school,regular
1882031170,name,武汉市警予中学,regular
1882031170,amenity,school,regular
1882031184,name,江岸区瑞祥路小学,regular
1882031184,amenity,school,regular
1882035260,name,京汉火车站,regular
1882035260,tourism,museum,regular
1882037540,highway,traffic_signals,regular
1882037543,highway,traffic_signals,regular
1882038298,atm,yes,regular
1882038298,name,中国工商银行建设街支行,regular
1882038298,amenity,bank,regular
1882040387,name,武汉市第16中学,regular
1882040387,amenity,school,regular
1882052135,name,四唯街道办事处,regular
1882052135,amenity,townhall,regular
1882088837,highway,traffic_signals,regular
1882095040,highway,traffic_signals,regular
1882095042,highway,traffic_signals,regular
1882095044,highway,traffic_signals,regular
1882095050,highway,traffic_signals,regular
1882095053,highway,traffic_signals,regular
1882095054,highway,traffic_signals,regular
1882095063,highway,traffic_signals,regular
1882095064,highway,traffic_signals,regular
1882095066,highway,traffic_signals,regular
1882095067,highway,traffic_signals,regular
1882095073,name,胜利街三阳路站,regular
1882095073,highway,bus_stop,regular
1882101802,name,武汉市七一华源中学,regular
1882101802,amenity,school,regular
1882101805,name,胡锦酒楼,regular
1882101805,amenity,restaurant,regular
1882101819,amenity,bank,regular
1882106099,name,江岸区沈阳路小学,regular
1882106099,amenity,school,regular
1882106106,amenity,post_office,regular
1882108657,name,武汉市第41中学,regular
1882108657,amenity,school,regular
1882108666,name,武汉市第八医院,regular
1882108666,amenity,hospital,regular
1882113489,name,江岸区四唯路小学,regular
1882113489,amenity,school,regular
1882113509,name,四唯派出所,regular
1882113509,amenity,police,regular
1882119865,name,永清街道办事处,regular
1882119865,amenity,townhall,regular
1882145004,highway,traffic_signals,regular
1882149814,highway,traffic_signals,regular
1882149820,name,芦沟桥路站,regular
1882149820,highway,bus_stop,regular
1882149822,highway,traffic_signals,regular
1882149834,highway,traffic_signals,regular
1882149848,highway,traffic_signals,regular
1882169830,name,武汉二中广雅中学,regular
1882169830,amenity,school,regular
1882169832,name,滨江饭店,regular
1882169832,tourism,hotel,regular
1882171601,name,江岸区长春街小学,regular
1882171601,amenity,school,regular
1882173159,name,武汉市第二中学,regular
1882173159,amenity,school,regular
1882271295,highway,traffic_signals,regular
1882271314,amenity,bank,regular
1882271322,highway,traffic_signals,regular
1882271328,name,武汉市财贸学校,regular
1882271328,amenity,school,regular
1882284060,highway,traffic_signals,regular
1882284061,highway,traffic_signals,regular
1882284065,name,球场街道办事处,regular
1882284065,amenity,townhall,regular
1882287358,name,江岸区吕锡三小学,regular
1882287358,amenity,school,regular
1882311546,highway,traffic_signals,regular
1882311553,highway,traffic_signals,regular
1882326245,highway,traffic_signals,regular
1882326247,highway,traffic_signals,regular
1882354816,name,江汉区展览馆小学,regular
1882354816,amenity,school,regular
1882357298,amenity,bank,regular
1882357302,name,武汉亚洲心脏病医院,regular
1882357302,amenity,hospital,regular
1882357310,name,武汉天安假日酒店,regular
1882357310,tourism,hotel,regular
1882357313,name,江汉区单洞新村小学,regular
1882357313,amenity,school,regular
1882359763,name,新华路体育场,regular
1882359763,sport,soccer,regular
1882359763,leisure,sports_centre,regular
1882375165,amenity,parking,regular
1882402523,name,循礼门饭店,regular
1882402523,tourism,hotel,regular
1882405947,name,江汉区江汉北路小学,regular
1882405947,amenity,school,regular
1882405958,name,武汉市第28中学,regular
1882405958,amenity,school,regular
1882411568,name,武汉市第12中学,regular
1882411568,amenity,school,regular
1882413376,highway,traffic_signals,regular
1882421175,highway,traffic_signals,regular
1882421187,highway,traffic_signals,regular
1882421205,highway,traffic_signals,regular
1882421209,highway,traffic_signals,regular
1882421211,highway,traffic_signals,regular
1882424702,name,江汉区取水楼小学,regular
1882424702,amenity,school,regular
1884975517,highway,traffic_signals,regular
1884975594,highway,traffic_signals,regular
1884979285,highway,traffic_signals,regular
1884979292,highway,traffic_signals,regular
1884979297,highway,traffic_signals,regular
1884979298,highway,traffic_signals,regular
1884979303,highway,traffic_signals,regular
1884983694,highway,traffic_signals,regular
1884998877,amenity,bank,regular
1884998881,name,武汉市公安局硚口分局,regular
1884998881,amenity,police,regular
1884998913,name,中国农业银行崇仁路分理处,regular
1884998913,amenity,bank,regular
1884998937,name,硚口区大通巷小学,regular
1884998937,amenity,school,regular
1884998943,amenity,hospital,regular
1885003763,name,汉中街道办事处,regular
1885003763,amenity,townhall,regular
1885003792,name,武汉市第64中学,regular
1885003792,amenity,school,regular
1885006539,name,武汉市第64中学分校,regular
1885006539,amenity,school,regular
1885006541,name,崇仁街派出所,regular
1885006541,amenity,police,regular
1885006544,name,硚口区中山巷小学,regular
1885006544,amenity,school,regular
1885006545,name,硚口区崇仁街幼儿园,regular
1885006545,amenity,kindergarten,regular
1885006546,name,硚口区义烈巷小学,regular
1885006546,amenity,school,regular
1885006547,name,硚口区庆新小学,regular
1885006547,amenity,school,regular
1885028044,name,武汉市第56中学,regular
1885028044,amenity,school,regular
1885028070,name,荣华街派出所,regular
1885028070,amenity,police,regular
1885028072,atm,yes,regular
1885028072,name,中国工商银行硚口支行,regular
1885028072,amenity,bank,regular
1885028487,name,硚口区建乐村小学,regular
1885028487,amenity,school,regular
1885032321,amenity,cinema,regular
1885032322,name,硚口区井岗山小学,regular
1885032322,amenity,school,regular
1885032359,amenity,bank,regular
1885032369,name,武汉市第一职业教育中心,regular
1885032369,amenity,school,regular
1885032374,name,硚口区幸福村小学,regular
1885032374,amenity,school,regular
1885032389,amenity,post_office,regular
1885032393,name,新华书店,regular
1885032393,shop,books,regular
1885032400,atm,yes,regular
1885032400,name,中国工商银行硚口区支行,regular
1885032400,amenity,bank,regular
1885032406,amenity,bank,regular
1885032410,name,武汉市电车公司,regular
1885032410,amenity,parking,regular
1885032410,parking,surface,regular
1885037339,highway,traffic_signals,regular
1885038449,name,荣华街道办事处,regular
1885038449,amenity,townhall,regular
1885061345,name,解放大道同济医院站,regular
1885061345,highway,bus_stop,regular
1885063355,highway,traffic_signals,regular
1885074434,highway,traffic_signals,regular
1885074671,highway,traffic_signals,regular
1885077247,highway,traffic_signals,regular
1885080773,name,宝丰街道办事处,regular
1885080773,amenity,townhall,regular
1885087556,name,硚口区利济北路小学,regular
1885087556,amenity,school,regular
1885087599,name,武汉市第62中学,regular
1885087599,amenity,school,regular
1885090805,name,亚洲大酒店,regular
1885090805,tourism,hotel,regular
1885090811,name,华中科技大学同济医院附属卫生学校,regular
1885090811,amenity,school,regular
1885371292,name,武汉市第11中学,regular
1885371292,amenity,school,regular
1885371300,amenity,parking,regular
1885371302,name,硚口区崇仁路小学,regular
1885371302,amenity,school,regular
1885371303,name,武汉市体育馆,regular
1885371303,leisure,sports_centre,regular
1885373203,name,华美达天禄酒店,regular
1885373203,tourism,hotel,regular
1885373206,name,华中科技大学同济医院,regular
1885373206,amenity,hospital,regular
1885373206,emergency,yes,regular
1885373217,name,长江大酒店,regular
1885373217,tourism,hotel,regular
1885373217,street,解放大道,addr
1885373217,internet_access,wlan,regular
1885376280,atm,yes,regular
1885376280,name,中国建设银行解放大道储蓄所,regular
1885376280,amenity,bank,regular
1885378986,name,武汉农村商业银行,regular
1885378986,amenity,bank,regular
1885379003,shop,convenience,regular
1885387212,name,交通银行宝丰一路分理处,regular
1885387212,amenity,bank,regular
1885387215,name,中国建设银行,regular
1885387215,amenity,bank,regular
1885387222,name,易初莲花,regular
1885387222,shop,supermarket,regular
1885396641,name,汉水桥街道办事处,regular
1885396641,amenity,townhall,regular
1886079900,barrier,entrance,regular
1886079950,barrier,gate,regular
1886085905,name,Citadine,regular
1886085905,tourism,hotel,regular
1886085906,name,Saint Lido,regular
1886085906,tourism,hotel,regular
1886641116,name,解放大道太平洋站,regular
1886641116,highway,bus_stop,regular
1886641183,name,解放大道仁寿路站,regular
1886641183,highway,bus_stop,regular
1886641195,name,解放大道太平洋站,regular
1886641195,highway,bus_stop,regular
1886641210,name,解放大道宝丰路站,regular
1886641210,highway,bus_stop,regular
1886641231,name,解放大道仁寿路站,regular
1886641231,highway,bus_stop,regular
1886641261,highway,traffic_signals,regular
1886641311,name,解放大道宝丰路站,regular
1886641311,highway,bus_stop,regular
1886641334,name,解放大道水厂站,regular
1886641334,highway,bus_stop,regular
1886645327,highway,traffic_signals,regular
1886649794,name,建设大道双墩站,regular
1886649794,highway,bus_stop,regular
1886649808,name,建设大道双墩站,regular
1886649808,highway,bus_stop,regular
1886678429,name,硚口区长征小学,regular
1886678429,amenity,school,regular
1886678438,name,硚口区仁寿路小学,regular
1886678438,amenity,school,regular
1886678455,name,武化幼儿园,regular
1886678455,amenity,kindergarten,regular
1886678465,name,武汉市汉水医院,regular
1886678465,amenity,hospital,regular
1886687059,name,小蓝鲸,regular
1886687059,amenity,restaurant,regular
1886687070,amenity,pharmacy,regular
1886687081,name,葛洲坝大酒店,regular
1886687081,tourism,hotel,regular
1886687087,name,艳阳天,regular
1886687087,amenity,restaurant,regular
1886691324,amenity,parking,regular
1886697087,name,武商量贩,regular
1886697087,shop,supermarket,regular
1886697542,amenity,fuel,regular
1886708865,atm,yes,regular
1886708865,name,中国建设银行宝丰路支行,regular
1886708865,amenity,bank,regular
1886708921,name,青莲酒家,regular
1886708921,amenity,restaurant,regular
1886708939,name,硚口区消防中队,regular
1886708939,amenity,fire_station,regular
1886709820,atm,yes,regular
1886709820,name,中国银行宝丰路分理处,regular
1886709820,amenity,bank,regular
1886709821,atm,yes,regular
1886709821,name,中国建设银行宝丰路分理处,regular
1886709821,amenity,bank,regular
1886717088,name,武汉市第26中学,regular
1886717088,amenity,school,regular
1886717089,name,武汉市第63中学,regular
1886717089,amenity,school,regular
1886735927,atm,yes,regular
1886735927,name,中国农业银行营房路支行,regular
1886735927,amenity,bank,regular
1886756319,name,宗关街道办事处,regular
1886756319,amenity,townhall,regular
1886777689,highway,traffic_signals,regular
1886777811,name,建设大道新合村站,regular
1886777811,highway,bus_stop,regular
1886777888,highway,traffic_signals,regular
1886778020,name,建设大道新合村站,regular
1886778020,highway,bus_stop,regular
1886828428,amenity,parking,regular
1886828466,amenity,parking,regular
1886828479,name,电源村幼儿园,regular
1886828479,amenity,kindergarten,regular
1886828483,name,硚口区水厂路小学,regular
1886828483,amenity,school,regular
1886840628,name,武汉市消防支队宗关中队,regular
1886840628,amenity,fire_station,regular
1886840675,name,武汉市第17初级中学,regular
1886840675,amenity,school,regular
1886840682,name,水厂路中学,regular
1886840682,amenity,school,regular
1886844689,amenity,parking,regular
1886852738,name,硚口区太平洋小学,regular
1886852738,amenity,school,regular
1886883680,highway,traffic_signals,regular
1886897321,name,武汉市第17中学,regular
1886897321,amenity,school,regular
1886898678,name,硚口区新合村小学,regular
1886898678,amenity,school,regular
1886917420,name,汉西,regular
1886917420,railway,station,regular
1886963175,name,解放大道水厂站,regular
1886963175,highway,bus_stop,regular
1886999692,name,前进一路六渡桥站,regular
1886999692,highway,bus_stop,regular
1886999695,name,友谊路中山大道口站,regular
1886999695,highway,bus_stop,regular
1886999698,name,胜利街六合路站,regular
1886999698,highway,bus_stop,regular
1886999701,name,胜利街车站路站,regular
1886999701,highway,bus_stop,regular
1886999706,name,胜利街一元路站,regular
1886999706,highway,bus_stop,regular
1886999708,name,胜利街张自忠路站,regular
1886999708,highway,bus_stop,regular
1886999711,name,解放大道同济医院站,regular
1886999711,highway,bus_stop,regular
1886999714,name,沿江大道山海关路站,regular
1886999714,highway,bus_stop,regular
1887011827,name,京汉大道友谊路站,regular
1887011827,highway,bus_stop,regular
1887011833,name,京汉大道武商路站,regular
1887011833,highway,bus_stop,regular
1887802735,highway,traffic_signals,regular
1887807346,amenity,post_office,regular
1887807365,amenity,fuel,regular
1887807383,name,硚口区常码头小学,regular
1887807383,amenity,school,regular
1887808818,highway,traffic_signals,regular
1887808825,amenity,parking,regular
1887811484,highway,traffic_signals,regular
1887811858,amenity,pharmacy,regular
1887815694,amenity,bank,regular
1887828569,highway,traffic_signals,regular
1887828570,highway,traffic_signals,regular
1887828571,highway,traffic_signals,regular
1887828597,highway,traffic_signals,regular
1887828613,highway,traffic_signals,regular
1887830202,highway,traffic_signals,regular
1887830206,highway,traffic_signals,regular
1887830257,highway,traffic_signals,regular
1887891576,highway,traffic_signals,regular
1887908204,highway,traffic_signals,regular
1887914078,name,江汉区滑坡路小学,regular
1887914078,amenity,school,regular
1887914083,name,湖北省地质博物馆,regular
1887914083,tourism,museum,regular
1887914104,atm,yes,regular
1887914104,name,中国银行世贸广场支行,regular
1887914104,amenity,bank,regular
1887917258,barrier,gate,regular
1887917258,entrance,yes,regular
1887919654,amenity,pharmacy,regular
1887919655,name,万松园派出所,regular
1887919655,amenity,police,regular
1887919659,name,青年路客运站,regular
1887919659,amenity,bus_station,regular
1887922176,name,范湖,regular
1887922176,railway,station,regular
1887922177,name,中山公园站,regular
1887922177,railway,station,regular
1887926185,name,中百仓储,regular
1887926185,shop,supermarket,regular
1887928594,name,江汉区万松园小学,regular
1887928594,amenity,school,regular
1887932230,highway,traffic_signals,regular
1887932239,highway,traffic_signals,regular
1887935783,name,江汉区卫星村小学,regular
1887935783,amenity,school,regular
1887937675,name,武汉市第12初级中学,regular
1887937675,amenity,school,regular
1887937692,name,江汉区航空路小学,regular
1887937692,amenity,school,regular
1890730874,name,Novotel,regular
1890730874,tourism,hotel,regular
1890730885,amenity,parking,regular
1890730885,parking,surface,regular
1891195796,name,台北街道办事处,regular
1891195796,amenity,townhall,regular
1891201063,atm,yes,regular
1891201063,name,中国建设银行鄂城墩支行,regular
1891201063,amenity,bank,regular
1891201067,name,台北街派出所,regular
1891201067,amenity,police,regular
1891201083,atm,yes,regular
1891201083,name,中国农业银行云林街储蓄所,regular
1891201083,amenity,bank,regular
1891207674,amenity,post_box,regular
1891228076,name,中国邮政储蓄鄂城墩支行,regular
1891228076,amenity,bank,regular
1891228086,amenity,school,regular
1891228119,name,香格里拉大饭店,regular
1891228119,tourism,hotel,regular
1920094790,amenity,restaurant,regular
1925623524,name,古田街道办事处,regular
1925623524,amenity,townhall,regular
1925623526,name,易家墩街道办事处,regular
1925623526,amenity,townhall,regular
1925624057,name,长丰街道办事处,regular
1925624057,amenity,townhall,regular
1925624059,name,韩家墩街道办事处,regular
1925624059,amenity,townhall,regular
1925801182,name,将军路街,regular
1925801182,place,town,regular
1925801187,name,石榴红村,regular
1925801187,place,village,regular
1925802909,name,长青街,regular
1925802909,place,town,regular
1926801010,name,中百超市,regular
1926801010,shop,convenience,regular
1926801014,name,江岸区台北路小学,regular
1926801014,amenity,school,regular
1926801035,amenity,bank,regular
1926801043,amenity,pharmacy,regular
1926801043,dispensing,no,regular
1926866635,name,西马街道办事处,regular
1926866635,amenity,townhall,regular
1944422410,highway,motorway_junction,regular
1969849821,barrier,toll_booth,regular
1969849823,barrier,toll_booth,regular
2039737301,name,武汉电信器件公司,regular
2039737301,building,office,regular
2045952078,name,Budweiser,regular
2045952078,man_made,works,regular
2067995725,name,螃蟹岬,regular
2067995725,railway,station,regular
2067995726,name,小龟山,regular
2067995726,railway,station,regular
2067995727,name,积玉桥,regular
2067995727,railway,station,regular
2075724307,junction,roundabout,regular
2080922292,name,DPCA Gate 1,regular
2080922292,barrier,lift_gate,regular
2080922292,bicycle,no,regular
2080922292,motorcar,yes,regular
2080922293,name,Peugeot,regular
2080922293,shop,car,regular
2080922302,barrier,lift_gate,regular
2080922302,motorcar,yes,regular
2080922304,barrier,lift_gate,regular
2080922304,motorcar,yes,regular
2080922394,barrier,lift_gate,regular
2080922394,motorcar,yes,regular
2080922465,barrier,gate,regular
2080922471,barrier,gate,regular
2080922481,barrier,gate,regular
2120384545,name,街道口教会,regular
2120384545,amenity,place_of_worship,regular
2120384545,religion,christian,regular
2120389884,name,永和大王,regular
2120389884,amenity,restaurant,regular
2120389884,city,武汉,addr
2120389884,street,珞狮路,addr
2120389884,postcode,430079,addr
2120389884,opening_hours,8:00-16:00,regular
2120389884,housenumber,129,addr
2121217833,name,常青花园,regular
2121217833,en,Changqinghuayuan,name
2121217833,railway,station,regular
2121217834,name,金银潭,regular
2121217834,en,Jinyintan,name
2121217834,railway,station,regular
2122112784,name,中国工商银行,regular
2122112784,amenity,bank,regular
2122531577,name,信息学部英语自主学习中心,regular
2124838364,name,必胜客,regular
2124838364,amenity,restaurant,regular
2126675156,amenity,library,regular
2127226210,name,豪客来牛排,regular
2127226210,amenity,restaurant,regular
2128361537,leisure,sports_centre,regular
2128361540,sport,swimming,regular
2128361540,amenity,swimming_pool,regular
2130354950,name,武汉市基督教感恩堂,regular
2130354950,amenity,place_of_worship,regular
2130354950,religion,christian,regular
2134350576,name,洪山广场,regular
2134350576,railway,station,regular
2134350577,name,梅苑小区,regular
2134350577,en,Meiyuanxiaoqu Station,name
2134350577,railway,station,regular
2134350577,operator,武汉地铁集团有限公司,regular
2134350578,name,东亭,regular
2134350578,railway,station,regular
2134350579,name,铁机路,regular
2134350579,railway,station,regular
2134350580,name,武昌火车站,regular
2134350580,en,Wuchang Railway Station,name
2134350580,railway,station,regular
2134350580,operator,武汉地铁集团有限公司,regular
2134350581,name,青鱼嘴,regular
2134350581,railway,station,regular
2134350582,name,岳家嘴,regular
2134350582,railway,station,regular
2134350583,name,罗家港,regular
2134350583,railway,station,regular
2134350584,name,楚河汉街,regular
2134350584,railway,station,regular
2134350585,name,仁和路,regular
2134350585,subway,yes,regular
2134350585,railway,station,regular
2134350587,name,杨春湖,regular
2134350587,railway,station,regular
2134350590,name,工业四路,regular
2134350590,railway,station,regular
2134350592,name,园林路,regular
2134350592,railway,station,regular
2134613640,name,猴山,regular
2134613640,tourism,zoo,regular
2134613641,barrier,gate,regular
2135893483,name,西区食堂,regular
2135893483,amenity,restaurant,regular
2135893483,cuisine,chinese,regular
2138605253,name,小观园,regular
2138605253,amenity,restaurant,regular
2139758991,name,汉口银行,regular
2139758991,amenity,bank,regular
2168395363,name,武汉都市产医院,regular
2168395363,wifi,free,regular
2168395363,amenity,hospital,regular
2168395363,alt_name,Wuhan Metropolitan Female Hospital,regular
2168419728,name,武汉全民健身活动中心,regular
2168419728,shop,sports,regular
2177869899,name,乒乓球馆,regular
2177869899,leisure,pitch,regular
2179849574,name,中国民生银行,regular
2179849574,amenity,bank,regular
2179849574,alt_name,Zhongguo Minsheng Yinhang,regular
2209721979,name,紫荆园餐厅,regular
2209721979,amenity,restaurant,regular
2209721979,cuisine,chinese,regular
2215958165,barrier,toll_booth,regular
2215958469,tourism,viewpoint,regular
2236783912,name,Brussels Beer Garden,regular
2236783912,wifi,free,regular
2236783912,source,www.brusselsbg.com,regular
2236783912,amenity,pub,regular
2236783912,website,www.brusselsbg.com,regular
2236783912,postcode,,addr
2236783912,housenumber,Xi Bei Hu Lu No.8-8 Wan HaoGuo Ji,addr
2255225281,amenity,parking,regular
2283664273,name,光谷广场站,regular
2283664273,en,Optics Valley Square Station,name
2283664273,zh,光谷广场站,name
2283664273,railway,station,regular
2283664274,name,光谷广场站,regular
2283664274,en,Optics Valley Square Station,name
2283664274,zh,光谷广场站,name
2283664274,railway,station,regular
2283664278,name,宝通寺站,regular
2283664278,en,Baotong Temple Station,name
2283664278,zh,宝通寺站,name
2283664278,railway,station,regular
2283664282,name,杨家湾站,regular
2283664282,en,Yangjiawan Station,name
2283664282,zh,杨家湾,name
2283664282,railway,station,regular
2283664283,name,杨家湾站,regular
2283664283,en,Yangjiawan Station,name
2283664283,zh,杨家湾,name
2283664283,railway,station,regular
2289778023,shop,mobile_phone,regular
2289778023,amenity,marketplace,regular
2289778024,shop,photo,regular
2289778024,amenity,marketplace,regular
2289778028,shop,photo_studio,regular
2289778028,amenity,marketplace,regular
2289778031,shop,florist,regular
2289778031,amenity,marketplace,regular
2289778035,shop,mobile_phone,regular
